lens,center_global_sec,n_speakers_echo_window,n_edges_echo_window,n_cross_edges_echo_window,proposal_in_window,commit_in_window,is_signature,why_signature,context_±25s
Sentence,753.0,2,103,44,True,False,0,no_commitment,"[731.0s] Aniruddha Ray: So actually someone else hijacked our room. | [732.0s] Brad Smith: Um, so the more the more colors you can see and the redder the colors you are, this is going to help or are we pretty happy with the genetic reporters that you've got now? I mean, | [733.0s] Barbara Smith: Someone's occupied ours. | [735.0s] Brad Smith: Jazz, can you what's your modality? | [735.0s] Barbara Smith: You're not going to get rich that way, Brad. | [736.0s] Brad Smith: Can I ask what did you get a commercial instrument your light sheet uh? | [738.0s] Alexandra Dickinson: Sure, so, um, I am a developmental biologist and I work in plants and um, I typically use fluorescence microscopy and chemical imaging using mass spectrometry imaging. Um, but I'm always really interested in deep tissue uh problems. Um, in in my field I think of it as either imaging can we image plants that are growing in soil? Can we image any biological processes of plants growing in soil or can we image deep into a tree trunk? Like something along those lines, although I've never done it. Um, I just, you know, I'd be interested to see what possibilities might be out there to do that kind of work. | [738.0s] Jim Mitchell: It's probably the people we've occupied. | [738.0s] Alexandra Dickinson: Failures? | [739.0s] Carolyn Bayer: Sorry, do they have to be both? Can they be fluorescent probes that work and? | [740.0s] Yevgenia Kozorovitskiy: Uh us no, we develop uh single objective based light sheet imaging systems. | [740.0s] Barbara Smith: It's probably the people we've occupied. | [743.0s] Aniruddha Ray: I guess we can do 3.4 then. | [746.0s] Carolyn Bayer: Well, I just say that because most people are trying to develop them for fluorescence and they're like, what else could I use this for? Well absorb. | [746.0s] Alexandra Dickinson: Right. | [748.0s] Yevgenia Kozorovitskiy: Like we have pushed super hard on depth in that context. | [750.0s] Sixian You: No. | [750.0s] Brad Smith: Well, we'll ju"
Sentence,771.0,2,135,83,False,False,0,no_proposal;no_commitment,"[746.0s] Alexandra Dickinson: Right. | [746.0s] Carolyn Bayer: Well, I just say that because most people are trying to develop them for fluorescence and they're like, what else could I use this for? Well absorb. | [748.0s] Yevgenia Kozorovitskiy: Like we have pushed super hard on depth in that context. | [750.0s] Brad Smith: Well, we'll just become 3.4B or something like this. So what you're on slide, which one? 54. | [750.0s] Sixian You: No. | [751.0s] Sixian You: That's a that's a terrific that's a terrific point. Actually, a lot of imaging technologies we're developing now, uh, I was just talking with Genia yesterday about this voltage indicators, right? | [752.0s] Brad Smith: Yeah. I mean, there's one thing to have specialized labs doing things, but then there's another once you get the machines or the scopes, you know, as a commodity in most labs, then then that's that that really has impactful. | [753.0s] Brad Smith: Yes, I've wondered there's people often want to have optical sensors sometimes for like pollution in the soil or the water and that, but I sometimes wonder if plants because they draw stuff up could be an interesting way to report back current environmental conditions. | [757.0s] Aniruddha Ray: Um, I'm doing 54. | [760.0s] Brad Smith: Yeah, all right. So if people want to focus on slide 54, we start building up our bullet points. If uh, further advances in genetic reporters is going to be coupled with uh hardware developments. | [762.0s] Yevgenia Kozorovitskiy: You're just the same argument made for pH sensing uh probes last uh breakout meeting where it was other people's failures were the best probes for this guy. | [765.0s] Brad Smith: Because now you can put it in the hands of people that are problem based and now they can have sort of turn key and so at my place here we've just recently acquired a light sheet and it's been a bit of a disaster getting it running is it's still definitely not turn key technology it seems. | [768.0s] Sixian You: S"
Sentence,785.0,2,138,99,False,False,0,no_proposal;no_commitment,"[760.0s] Brad Smith: Yeah, all right. So if people want to focus on slide 54, we start building up our bullet points. If uh, further advances in genetic reporters is going to be coupled with uh hardware developments. | [762.0s] Yevgenia Kozorovitskiy: You're just the same argument made for pH sensing uh probes last uh breakout meeting where it was other people's failures were the best probes for this guy. | [765.0s] Brad Smith: Because now you can put it in the hands of people that are problem based and now they can have sort of turn key and so at my place here we've just recently acquired a light sheet and it's been a bit of a disaster getting it running is it's still definitely not turn key technology it seems. | [768.0s] Sixian You: So, uh that is one example where it has really strong potential, but it's just not bright enough. | [771.0s] Alexandra Dickinson: Yeah, and plants, I mean, one way people use plants is is like for phytoremediation. So plants suck up the toxins and then degrade them is the idea and then release, you know, the the graded bits into the atmosphere so it's safe. | [774.0s] Sixian You: So I I think genetic reporters could be a very important breaking through point here. So the brightness, right, the efficiency, quantum efficiency, and then the second point is uh like you mentioned, the longer wavelength. Uh, so recently there are starting to have efforts uh to shift to longer wavelength so that not only the excitation is in the infrared region, but also the emission is also in. | [774.0s] Alexandra Dickinson: Yeah, that's that's where we're at. | [776.0s] Carolyn Bayer: But I think um that I mean, obviously the other thing that absorbs light strongly is nano particles. Um so there's been a lot of people in photoacoustics that have used metallic nano particles which have surface plasma resonance that absorb it. | [785.0s] Yevgenia Kozorovitskiy: Well, I I mean, I think there's more and more different kinds that are starting to be turn key. W"
Sentence,787.0,2,166,114,False,False,0,no_proposal;no_commitment,"[762.0s] Yevgenia Kozorovitskiy: You're just the same argument made for pH sensing uh probes last uh breakout meeting where it was other people's failures were the best probes for this guy. | [765.0s] Brad Smith: Because now you can put it in the hands of people that are problem based and now they can have sort of turn key and so at my place here we've just recently acquired a light sheet and it's been a bit of a disaster getting it running is it's still definitely not turn key technology it seems. | [768.0s] Sixian You: So, uh that is one example where it has really strong potential, but it's just not bright enough. | [771.0s] Alexandra Dickinson: Yeah, and plants, I mean, one way people use plants is is like for phytoremediation. So plants suck up the toxins and then degrade them is the idea and then release, you know, the the graded bits into the atmosphere so it's safe. | [774.0s] Sixian You: So I I think genetic reporters could be a very important breaking through point here. So the brightness, right, the efficiency, quantum efficiency, and then the second point is uh like you mentioned, the longer wavelength. Uh, so recently there are starting to have efforts uh to shift to longer wavelength so that not only the excitation is in the infrared region, but also the emission is also in. | [774.0s] Alexandra Dickinson: Yeah, that's that's where we're at. | [776.0s] Carolyn Bayer: But I think um that I mean, obviously the other thing that absorbs light strongly is nano particles. Um so there's been a lot of people in photoacoustics that have used metallic nano particles which have surface plasma resonance that absorb it. | [785.0s] Yevgenia Kozorovitskiy: Well, I I mean, I think there's more and more different kinds that are starting to be turn key. We have tried to get uh a couple of big companies to license our patents and they wouldn't. And then we just turned rogue and are doing everything absolutely open and just trying to help people build their own. | [787.0s"
Sentence,791.0,2,142,94,False,False,0,no_proposal;no_commitment,"[768.0s] Sixian You: So, uh that is one example where it has really strong potential, but it's just not bright enough. | [771.0s] Alexandra Dickinson: Yeah, and plants, I mean, one way people use plants is is like for phytoremediation. So plants suck up the toxins and then degrade them is the idea and then release, you know, the the graded bits into the atmosphere so it's safe. | [774.0s] Sixian You: So I I think genetic reporters could be a very important breaking through point here. So the brightness, right, the efficiency, quantum efficiency, and then the second point is uh like you mentioned, the longer wavelength. Uh, so recently there are starting to have efforts uh to shift to longer wavelength so that not only the excitation is in the infrared region, but also the emission is also in. | [774.0s] Alexandra Dickinson: Yeah, that's that's where we're at. | [776.0s] Carolyn Bayer: But I think um that I mean, obviously the other thing that absorbs light strongly is nano particles. Um so there's been a lot of people in photoacoustics that have used metallic nano particles which have surface plasma resonance that absorb it. | [785.0s] Yevgenia Kozorovitskiy: Well, I I mean, I think there's more and more different kinds that are starting to be turn key. We have tried to get uh a couple of big companies to license our patents and they wouldn't. And then we just turned rogue and are doing everything absolutely open and just trying to help people build their own. | [787.0s] Brad Smith: Uh Barbara, you're there? | [787.0s] Brad Smith: That's quite interesting. Well, just to move us one of the other points that we we had here in our in our talk sheet was this um adaptive imaging, this this scope or integrated. You So um let me try to read it out I suppose. | [791.0s] Barbara Smith: I am here. In in full person. Um, so my imaging modality that we work with, uh, so, uh, we do develop imaging tools and we apply those imaging tools, um, and we also do some chemical analysis "
Sentence,823.0,2,98,66,False,False,0,no_proposal;no_commitment,"[800.0s] Aniruddha Ray: Yeah, light sheet microscopy, right? | [800.0s] Brad Smith: What integrative techniques allow wide field screening of tissue to identify a region of interest which can be subsequently imaged at very high magnifications, perhaps super resolution. So in some sense that's been talked about maybe in other sessions, but um. | [802.0s] Brad Smith: So yeah, especially light sheet microscopy. | [806.0s] Aniruddha Ray: Um, and the issues were uh, we need brighter and um, brighter pro. | [808.0s] Barbara Smith: There's some molecular um endogenous agents also photoacoustics um specific wavelengths have been shown with lipids and with DNA. Um so uh there's a a couple of components of cells and extracellular area. | [811.0s] Sixian You: So | [812.0s] Sixian You: So right now what sort of uh probes do you use for voltage? Are those the aneps or are they other kind of nanoparticles? | [819.0s] Brad Smith: I don't know exactly how you would do that. You would um anybody anybody got any ideas on how you would I. | [821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you ca"
Sentence,825.0,2,98,66,False,False,0,no_proposal;no_commitment,"[800.0s] Aniruddha Ray: Yeah, light sheet microscopy, right? | [800.0s] Brad Smith: What integrative techniques allow wide field screening of tissue to identify a region of interest which can be subsequently imaged at very high magnifications, perhaps super resolution. So in some sense that's been talked about maybe in other sessions, but um. | [802.0s] Brad Smith: So yeah, especially light sheet microscopy. | [806.0s] Aniruddha Ray: Um, and the issues were uh, we need brighter and um, brighter pro. | [808.0s] Barbara Smith: There's some molecular um endogenous agents also photoacoustics um specific wavelengths have been shown with lipids and with DNA. Um so uh there's a a couple of components of cells and extracellular area. | [811.0s] Sixian You: So | [812.0s] Sixian You: So right now what sort of uh probes do you use for voltage? Are those the aneps or are they other kind of nanoparticles? | [819.0s] Brad Smith: I don't know exactly how you would do that. You would um anybody anybody got any ideas on how you would I. | [821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you ca"
Sentence,833.0,2,99,73,False,False,0,no_proposal;no_commitment,"[808.0s] Barbara Smith: There's some molecular um endogenous agents also photoacoustics um specific wavelengths have been shown with lipids and with DNA. Um so uh there's a a couple of components of cells and extracellular area. | [811.0s] Sixian You: So | [812.0s] Sixian You: So right now what sort of uh probes do you use for voltage? Are those the aneps or are they other kind of nanoparticles? | [819.0s] Brad Smith: I don't know exactly how you would do that. You would um anybody anybody got any ideas on how you would I. | [821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you can still use it for fluorescence but it's not so good um but you can also generate a photoacoustic effect from it. | [826.0s] Yevgenia Kozorovitskiy: you know, the labs that build those things uh purely. | [826.0s] Yevgenia Kozorovitskiy: But, | [827.0s] Yevgenia Kozorovitskiy: That kind of moves us a bit away from uh considering deep tissue applications specifically. | [827.0s] Brad Smith: Well, what about you multi photon folks, Luke and Sishan? How deep do you think you guys can go? | [833.0s] Anirud"
Sentence,839.0,1,67,53,False,False,0,speakers<2;no_proposal;no_commitment,"[819.0s] Brad Smith: I don't know exactly how you would do that. You would um anybody anybody got any ideas on how you would I. | [821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you can still use it for fluorescence but it's not so good um but you can also generate a photoacoustic effect from it. | [826.0s] Yevgenia Kozorovitskiy: you know, the labs that build those things uh purely. | [826.0s] Yevgenia Kozorovitskiy: But, | [827.0s] Yevgenia Kozorovitskiy: That kind of moves us a bit away from uh considering deep tissue applications specifically. | [827.0s] Brad Smith: Well, what about you multi photon folks, Luke and Sishan? How deep do you think you guys can go? | [833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um "
Sentence,845.0,1,98,77,False,False,0,speakers<2;no_proposal;no_commitment,"[821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you can still use it for fluorescence but it's not so good um but you can also generate a photoacoustic effect from it. | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [826.0s] Yevgenia Kozorovitskiy: you know, the labs that build those things uh purely. | [826.0s] Yevgenia Kozorovitskiy: But, | [827.0s] Yevgenia Kozorovitskiy: That kind of moves us a bit away from uh considering deep tissue applications specifically. | [827.0s] Brad Smith: Well, what about you multi photon folks, Luke and Sishan? How deep do you think you guys can go? | [833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um definitely further than light sheet. But uh, | [837.0s] Sixian You: Yeah. | [838.0s] Sixian You: Yeah. | [839.0s] Yevgenia Kozorov"
Sentence,855.0,2,156,121,False,False,0,no_proposal;no_commitment,"[833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um definitely further than light sheet. But uh, | [837.0s] Sixian You: Yeah. | [838.0s] Sixian You: Yeah. | [839.0s] Brad Smith: Uh yeah, Genia, you're can you talk now? | [839.0s] Yevgenia Kozorovitskiy: I mean there's a couple of different families of voltage reporters. None of them are perfect. Many of them are inverted, uh, meaning that, uh, | [841.0s] Sixian You: But it's a different game. | [842.0s] Sixian You: Um, so I I think it's very interesting question. So I I feel light sheet is still at the uh development phase, right? So uh it takes biologist many years to accept confocal. | [845.0s] Yevgenia Kozorovitskiy: Yeah. I'm mid bite, so this is perfect. Uh, my name is Genia or Yevgenia Kozorovitskiy and I am at Northwestern University and we're interested in optical fluorescence imaging, which we do with uh primarily with light sheet using single objective based approaches. Um, we also do some two photon uh image basic point scanning imaging and also photolysis of chemical probes. Um, and I think, you know, in my field deep tissue typically means one of three things. One is, you know, throw more more photons at it and get deeper. Um, two is you are in a light sheet type uh context then, you know, do some uh holography for shaping of beams. Uh, or use some penetrative probes, uh, which for many pre-clinical applications are possible and there it begins to be more about optimizing those so that you get the most amount of information for the least amount of um tissue damage. | [855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about "
Sentence,856.0,2,126,95,False,False,0,no_proposal;no_commitment,"[833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um definitely further than light sheet. But uh, | [837.0s] Sixian You: Yeah. | [838.0s] Sixian You: Yeah. | [839.0s] Brad Smith: Uh yeah, Genia, you're can you talk now? | [839.0s] Yevgenia Kozorovitskiy: I mean there's a couple of different families of voltage reporters. None of them are perfect. Many of them are inverted, uh, meaning that, uh, | [841.0s] Sixian You: But it's a different game. | [842.0s] Sixian You: Um, so I I think it's very interesting question. So I I feel light sheet is still at the uh development phase, right? So uh it takes biologist many years to accept confocal. | [845.0s] Yevgenia Kozorovitskiy: Yeah. I'm mid bite, so this is perfect. Uh, my name is Genia or Yevgenia Kozorovitskiy and I am at Northwestern University and we're interested in optical fluorescence imaging, which we do with uh primarily with light sheet using single objective based approaches. Um, we also do some two photon uh image basic point scanning imaging and also photolysis of chemical probes. Um, and I think, you know, in my field deep tissue typically means one of three things. One is, you know, throw more more photons at it and get deeper. Um, two is you are in a light sheet type uh context then, you know, do some uh holography for shaping of beams. Uh, or use some penetrative probes, uh, which for many pre-clinical applications are possible and there it begins to be more about optimizing those so that you get the most amount of information for the least amount of um tissue damage. | [855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about "
Sentence,870.0,3,203,160,False,True,0,no_proposal,"[845.0s] Yevgenia Kozorovitskiy: Yeah. I'm mid bite, so this is perfect. Uh, my name is Genia or Yevgenia Kozorovitskiy and I am at Northwestern University and we're interested in optical fluorescence imaging, which we do with uh primarily with light sheet using single objective based approaches. Um, we also do some two photon uh image basic point scanning imaging and also photolysis of chemical probes. Um, and I think, you know, in my field deep tissue typically means one of three things. One is, you know, throw more more photons at it and get deeper. Um, two is you are in a light sheet type uh context then, you know, do some uh holography for shaping of beams. Uh, or use some penetrative probes, uh, which for many pre-clinical applications are possible and there it begins to be more about optimizing those so that you get the most amount of information for the least amount of um tissue damage. | [855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about something kind of related to this, you know, if you have some sort of like some carrier or something, you can have multi component um where they're like, you know, permanently colocalized um reporters where you can, you know, perhaps use your photoacoustic imaging to be able to identify a location of interest and then have some kind of fluorescent tag associated with it as well. maybe even one that, you know, could allow you to do single molecule or whatever, you know, whatever else. | [856.0s] Yevgenia Kozorovitskiy: that you have a decrease in fluorescence rather than an increase in fluorescence in response to some event that you're detecting. That's of course not great because the probes are also bleaching. And so kind of would much rather quantify an increase in fluorescence. | [865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy"
Sentence,878.0,3,227,182,False,True,0,no_proposal,"[855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about something kind of related to this, you know, if you have some sort of like some carrier or something, you can have multi component um where they're like, you know, permanently colocalized um reporters where you can, you know, perhaps use your photoacoustic imaging to be able to identify a location of interest and then have some kind of fluorescent tag associated with it as well. maybe even one that, you know, could allow you to do single molecule or whatever, you know, whatever else. | [856.0s] Yevgenia Kozorovitskiy: that you have a decrease in fluorescence rather than an increase in fluorescence in response to some event that you're detecting. That's of course not great because the probes are also bleaching. And so kind of would much rather quantify an increase in fluorescence. | [865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um "
Sentence,881.0,3,227,182,False,True,0,no_proposal,"[856.0s] Yevgenia Kozorovitskiy: that you have a decrease in fluorescence rather than an increase in fluorescence in response to some event that you're detecting. That's of course not great because the probes are also bleaching. And so kind of would much rather quantify an increase in fluorescence. | [865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure"
Sentence,883.0,3,201,164,False,True,0,no_proposal,"[865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, "
Sentence,884.0,3,201,164,False,True,0,no_proposal,"[865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, "
Sentence,889.0,3,225,187,False,True,0,no_proposal,"[865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, "
