conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_05_21_ABI_S12,2021_05_21_ABI_S12,805.0,796.5,2021_05_21_ABI_S12_B1,Mini Das,"Yes, if if that would be an interesting uh idea to think in that yes and data reduction with multimodality.","{'express agreement': 'Mini Das expresses agreement with the idea of data reduction with multimodality, which was previously discussed in the group.', 'expand on existing idea': 'Mini Das expands on the existing idea of data reduction with multimodality, building upon the previous discussion about targeting and region of interest reconstruction.'}",False,False,False,True,True,3,8.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,807.0,796.5,2021_05_21_ABI_S12_B1,Mark Sellmyer,I think the I think the Google Doc crashed.,"{'express frustration': ""Mark expresses frustration that the Google Doc crashed, which is hindering the group's ability to collaborate on summarizing their discussion.""}",False,False,False,False,False,3,10.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,810.0,796.5,2021_05_21_ABI_S12_B1,Brian Pogue,And yet it's really not widely used that much. And presumably due to cost.,"{'provide supporting evidence': 'The statement ""And yet it\'s really not widely used that much"" supports the previous discussion about the potential of PET CT, suggesting that despite its potential, its usage is limited, and the following statement ""And presumably due to cost"" provides a reason for this limitation.', 'explain or define term or concept': 'The phrase ""And presumably due to cost"" explains why PET CT is not widely used, providing a potential reason related to economic factors.'}",False,False,False,False,False,3,13.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,811.0,796.5,2021_05_21_ABI_S12_B1,Benjamin Bartelle,Really?,"{'ask clarifying question': ""Benjamin is responding to Mark's statement that the Google Doc crashed, and he is asking for confirmation.""}",False,False,False,False,False,3,14.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,813.0,796.5,2021_05_21_ABI_S12_B1,Kristen Maitland,Thank you. Joyoni.,"{'acknowledge contribution': ""Kristen acknowledges Mini's contribution after Mini introduced herself and her research interests.""}",False,False,False,False,False,3,16.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,813.0,796.5,2021_05_21_ABI_S12_B1,Uzay Emir,"No, I am writing.","{'express agreement': 'The speaker is confirming that they are currently writing on the Google Doc, in response to a comment about the Google Doc crashing.'}",False,False,False,False,False,3,16.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,815.0,796.5,2021_05_21_ABI_S12_B1,Larry Cheng,"Yeah, I'm not sure whether this is a proper example, but well was trying to look at how we can do the uh balance between the temporal space resolution for the brain imaging. And we were looking at the functional MRI and optical imaging and they are each advantageous for certain aspects, but um by looking at the photo acoustic it seems to be better when we have the input signal from optical and attenuation will be um less concerned when we don't need to worry about the uh signal signal out from that uh skull attenuation by looking at the acoustic signature and this will actually enable us to push this imaging down to uh actually 1 millimeter down into the brain tissue. So, uh I think this is a combination of the optical and acoustic for the acoustic photo acoustic imaging. And maybe for the other things, I was also thinking about to use uh certain uh contrast agents and this is really something people have been looking at with uh maybe a different application for photo uh optogenetics operation and they seem to be able to get those non particle inside the brain. So maybe they can also be combined to uh help the multimodality imaging.","[{'expand on existing idea': 'Larry is expanding on the idea of multimodality imaging, which was previously discussed, by providing an example of using functional MRI and optical imaging for brain imaging and suggesting photoacoustic imaging as a better alternative due to its advantages in temporal and spatial resolution.'}, {'provide supporting evidence': 'Larry provides supporting evidence for the use of photoacoustic imaging by mentioning that it allows pushing imaging down to 1 millimeter into the brain tissue due to the combination of optical and acoustic signals.'}, {'expand on existing idea': 'Larry expands on the idea of multimodality imaging by suggesting the use of contrast agents and optogenetics operation, building upon the previous discussion of combining different imaging modalities.'}]",False,False,False,True,True,3,18.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,816.0,796.5,2021_05_21_ABI_S12_B1,Joyoni Dey,"Hi, I'm a physics faculty at LSU. I teach at the medical physics. My research is also in phase contrast X-ray and I'm trying to develop a phase contrast mammography system as well as a CT system is contrast. And I also I have worked in the past on spec reconstruction, iterative reconstruction with motion correction and also novel MPG sorry multipinol geometries and stuff like that. So I the just relevant to this topic what I'm kind of interested right now I would be interested is to have a iterative reconstruction method for phase contrast with the raw interferometric data. So as you know that phase contrast you have to derive so from the projections you have to derive the you know the attenuation image, the phase image and the scatter image and then you reconstruct and so if I could do it from the raw interference patterns it's very challenging because of the very computational requirements. Okay it's very high computational requirements. And I'm also interested in deep learning methods for that like for some of these reconstruction methods. And also I think that will help our phase contrast in in correcting some of the errors due to large you know grating artifacts. So you know like it can learn a lot of things that ordinary reconstruction methods would not. And as for just a quick addition that no that's okay yeah I think that's enough.","[{'present new idea': 'The speaker introduces the idea of using an iterative reconstruction method for phase contrast with raw interferometric data, which is a novel approach not previously discussed in the introductions.'}, {'explain or define term or concept': 'The speaker explains that in phase contrast imaging, one has to derive the attenuation, phase, and scatter images from the projections before reconstruction, providing context for the challenges involved.'}, {'present new idea': 'The speaker presents the idea of using deep learning methods for reconstruction and correcting errors due to grating artifacts in phase contrast imaging, which is a new suggestion.'}]",False,False,False,True,True,3,19.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,816.0,796.5,2021_05_21_ABI_S12_B1,Ulugbek Kamilov,I think you just crashed the whole Google. You cannot even search anymore.,"{'express humor': 'Beck Kamilov makes a joke about someone crashing the Google Doc, expressing humor in the conversation.'}",False,False,False,False,False,3,19.5
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1158.0,1178.0,2021_05_21_ABI_S12_B2,Ulugbek Kamilov,Because of the,"{'None': 'The utterance is incomplete and does not express a complete idea, question, or statement.'}",False,False,False,False,False,3,-20.0
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1169.0,1178.0,2021_05_21_ABI_S12_B2,Brian Pogue,diffusing kind of gets rid of most adaptive optics uh in my experience.,"{'explain or define term or concept': 'Brian is explaining the limitations of diffuse optics by stating that it interferes with adaptive optics, which is a concept related to improving image quality.'}",False,False,False,False,False,3,-9.0
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1178.0,1178.0,2021_05_21_ABI_S12_B2,Ulugbek Kamilov,because of the the way wave is modeled or because of the,"{'ask clarifying question': ""Beck is asking a clarifying question about why adaptive optics are difficult to use with diffuse light, building on Brian's statement that 'diffusing kind of gets rid of most adaptive optics'.""}",False,False,False,False,False,3,0.0
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1181.0,1178.0,2021_05_21_ABI_S12_B2,Ulugbek Kamilov,So where where does where do you lose that adaptivity in the optics?,"{'ask clarifying question': ""Beck is asking Brian to clarify where the adaptivity is lost in optics, following Brian's statement that diffusion gets rid of most adaptive optics.""}",False,False,False,False,False,3,3.0
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1184.0,1178.0,2021_05_21_ABI_S12_B2,Kristen Maitland,I'll give it a few seconds.,"{'encourage particpatioin': ""Kristen Maitland is encouraging participation by giving the team a few seconds to respond to what they've heard from others.""}",False,True,False,False,True,3,6.0
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1184.0,1178.0,2021_05_21_ABI_S12_B2,Kristen Maitland,Go ahead.,{'encourage particpatioin': 'Kristen Maitland is encouraging someone to speak up and contribute to the discussion.'},False,False,False,False,False,3,6.0
2021_05_21_ABI_S12,2021_05_21_ABI_S12,1185.0,1178.0,2021_05_21_ABI_S12_B2,Benjamin Bartelle,"Well we're talking. Uh I mean it was really surprising how the previous sessions had a lot of convergences. There was a lot of um agreeance on the need for reporter genes, a lot of agreeance on multimodal approaches and I thought I thought all that","{'express agreement': 'Benjamin expresses agreement with the previous sessions, noting the convergences and agreeance on the need for reporter genes and multimodal approaches.'}",False,False,False,False,False,3,7.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,874.0,891.0,2021_05_21_ABI_S13_B1,Domenico (Nick) Galati,"And last is Mimi, I believe.",{'encourage particpatioin': 'Nick is inviting Mimi to introduce herself next.'},False,False,False,False,False,3,-17.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,874.0,891.0,2021_05_21_ABI_S13_B1,Mimi Sammarco,"Um, I'm Mimi Smarco. I'm an assistant professor in the Department of Surgery at Tulane School of Medicine in New Orleans. Um, to follow on a tale of Crystal who works in developmental biology. Um, I work in skeletal regeneration, um, in an adult model of the mouse and the objective is basically to look at, um, pro bone formation pathways, um, to be able to apply this back.","[{'explain or define term or concept': 'Mimi explains that she works in skeletal regeneration in an adult mouse model, clarifying her research area.'}]",False,False,False,True,True,3,-17.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,887.0,891.0,2021_05_21_ABI_S13_B1,Domenico (Nick) Galati,"I I I'm I'm glad to hear that because I've got probably tens of thousands of lines of ImageJ macro code that that like my life depends on. And it's not elegant, but I mean it does what it needs to do. But again, like Crystal was saying, somebody else might have a different set of 10,000 lines and that leads into this different answer or subtly different answer and so I I I'd love to hear people chime in.","[{'express agreement': 'Nick expresses agreement with the previous statements that ImageJ is still a useful tool, countering the idea that it is obsolete.', 'expand on existing idea': ""Nick expands on Crystal's point about the variability in image analysis pipelines by mentioning that he has a lot of ImageJ macro code, but others might have different code, leading to different results."", 'encourage particpatioin': 'Nick encourages others to chime in on the discussion about image analysis and the variability in results.'}]",False,False,False,False,False,3,-4.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,891.0,891.0,2021_05_21_ABI_S13_B1,Shannon Quinn,But then wouldn't you need to train?,"{'ask clarifying question': 'Shannon asks a clarifying question about the neural network idea Ferdinand proposed, implying he needs more information on how the training process would work.'}",False,False,False,False,False,3,0.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,892.0,891.0,2021_05_21_ABI_S13_B1,Ferdinand Schweser,"Yeah, you would basically have to get it yeah. yeah.","{'express agreement': 'Ferdinand Schweser is expressing agreement with the previous statement about needing to train the neural network, which was proposed as a solution for image reproducibility issues across different sites.'}",False,False,False,False,False,3,1.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,901.0,891.0,2021_05_21_ABI_S13_B1,Shannon Quinn,"Oh, I see. I see what you're saying. Okay.","[{'express agreement': ""Shannon expresses agreement with Ferdinand's idea of using a neural network to transform images from different sites, indicating understanding.""}]",False,False,False,True,True,3,10.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,902.0,891.0,2021_05_21_ABI_S13_B1,Dylan Burnette,"And there's so many caveats when people start talking about I'm like I'm counting molecules. Really? Are you really uh dealing with all the blinking that happens with every single floor for known to humankind? Like these sort of things become very, very contentious very quickly when people start saying I'm actually being quantitative with fluorescence.","{'offer constructive criticism': 'Dylan Burnette critiques the claim of counting molecules in fluorescence microscopy, pointing out the caveats like blinking fluorophores, which is intended to improve the accuracy of quantitative fluorescence measurements.', 'express humor': 'Dylan Burnette uses humor by exaggerating the challenges of counting molecules in fluorescence microscopy, such as dealing with blinking fluorophores, to lighten the mood while making a serious point about the difficulties of quantitative fluorescence.'}",False,False,False,False,False,3,11.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,902.0,891.0,2021_05_21_ABI_S13_B1,Ferdinand Schweser,"So if you want to reproduce an experiment. So if you do an experiment, you just upload your images and make them publicly available. If I do the same experiment to to reproduce it.","[{'present new idea': 'Ferdinand suggests a new idea of uploading images and making them publicly available to reproduce an experiment, which has not been mentioned before in the conversation.'}]",False,False,False,False,False,3,11.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,907.0,891.0,2021_05_21_ABI_S13_B1,Dylan Burnette,So the the first thing is how do you segment out the data?,"{'ask clarifying question': 'Dylan is asking a question about how to segment out the data, seeking clarification on the initial steps of image analysis that Crystal and Nick were discussing.'}",False,False,False,False,False,3,16.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,910.0,891.0,2021_05_21_ABI_S13_B1,Dylan Burnette,"Because that's really the first step of this is is how do you segment out and you don't have to go full AI and be all mathematical about it. Uh there are some very uh easy to use tools like elastic for example, where you can use machine learning so you're guiding the process. And the end result of that is you're guiding the the the computer to make make decisions, but the end result is a standard that and and and we typically use this. We in our lab is like someone threshold holds her images and they give the other person the actual elastic parameters and they can threshold their images exactly the same way. And it's easy because yeah, as I said already pointed out the the threshold has to be low enough so that people can actually access the technology.","{'expand on existing idea': 'Building on the discussion about ImageJ and the challenges of thresholding, Dylan suggests segmentation as the first step and introduces user-friendly tools like elastic, expanding on the idea of accessible image analysis techniques.', 'provide supporting evidence': 'Dylan supports his suggestion of using elastic by explaining how his lab uses it to standardize thresholding by sharing elastic parameters, providing a practical example of its effectiveness.', 'explain or define term or concept': 'Dylan explains the concept of segmentation as the first step in image analysis, clarifying its importance in the context of the ongoing discussion about quantitative imaging.'}",False,False,False,False,False,3,19.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,911.0,891.0,2021_05_21_ABI_S13_B1,Dylan McCreedy | Texas A&M,"Oh, I see.","[{'express agreement': 'Dylan expresses agreement with the idea Ferdinand proposed about using neural networks to transform images from different sites, which builds on the previous discussion about reproducibility issues across different MRI scanners.'}]",False,False,False,False,False,3,20.0
2021_05_21_ABI_S13,2021_05_21_ABI_S13,911.0,891.0,2021_05_21_ABI_S13_B1,Ferdinand Schweser,I just have to take your images and put them together with mine and see if if they uh transform into uh each other or not. If they don't.,"{'expand on existing idea': 'This utterance expands on the previously mentioned idea of using a neural network to transform images from different sites, suggesting a practical step of combining images to see if they transform into each other.', 'provide supporting evidence': ""The utterance provides a way to test the neural network's ability to transform images, suggesting that if the images don't transform into each other, it indicates that the data is not comparable, thus providing a way to validate the approach.""}",False,False,False,False,False,3,20.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,883.0,902.0,2021_05_21_ABI_S14_B1,Matt Bogyo,"Yeah, it's a little bit all over. Do you have um some notes or do you want to share screen or do you how do you want to do it?","{'ask clarifying question': 'Matt asks Kevin how he wants to summarize the discussion, inquiring about his notes or screen sharing preferences, after Kevin mentioned that the notes are chaotic.', 'propose decision': 'Matt suggests that the group should pull together and summarize the main points of the discussion, proposing a concrete action for the group.'}",False,False,False,False,False,3,-19.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,889.0,902.0,2021_05_21_ABI_S14_B1,Lingyan Shi,"I think I have a comments on the the and problem is a question driven or tech technical driven, maybe biological question driven will give us a very clear target molecule, so we can seek the tool easier. Find out which one is the best.","{'present new idea': 'Lingyan suggests that focusing on biological questions rather than technical aspects will lead to clearer target molecules, which will make it easier to find the right tools, introducing a novel approach to target identification.', 'expand on existing idea': 'Lingyan expands on the discussion about challenges in imaging metabolites by suggesting a question-driven approach to identify target molecules, building upon the previous discussion about limitations and challenges.', 'propose decision': 'Lingyan proposes that a biological question-driven approach should be used to identify target molecules, suggesting a concrete choice for the group to consider.', 'express agreement': 'Lingyan agrees with the previous discussion about the challenges and limitations of imaging metabolites and proposes a solution to address these challenges.'}",False,False,False,False,False,3,-13.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,890.0,902.0,2021_05_21_ABI_S14_B1,Kevin Cash,"Uh yeah, I can share the screen.","{'offer constructive criticism': ""Kevin is responding to Matt's question about summarizing the discussion and offers to share his screen, which is a constructive way to proceed with the task.""}",False,False,False,False,False,3,-12.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,896.0,902.0,2021_05_21_ABI_S14_B1,Lingyan Shi,But usually it takes the conventional method usually takes too long and uh maybe a few hours so that the patient will be under anesthesia for a few hours waiting for the results. But now um since SRS allow us to visualize the protein and the lipids very rapidly. Well for example I I I take like five minutes to take the image when you have that piece of tissue and immediately you have the digital H and E maybe H and E and the pathologist can look at the H image in a few minutes and determine if there's tumor still left or not. So it saves a few hours and uh the patient can be wake up very soon um not they they don't need to be under anesthesia for that long. So it's kind of protecting the brain. Also it's it's a biopsy. It's a it's a diagnostic biopsy um during the clinical clinical clinical period. So I think that types of like fast rapid diagnostic molecular level determination of based on the imaging technology such as SRS may uh be helpful.,"{'provide supporting evidence': 'The speaker provides evidence for the utility of SRS by comparing it to the conventional method of tumor detection, highlighting the time saved and reduced anesthesia time for patients.', 'explain or define term or concept': 'The speaker explains the application of SRS in a clinical setting, specifically for distinguishing cancer cells from normal tissue during brain tumor removal.', 'expand on existing idea': 'The speaker expands on the discussion of using imaging technologies for diagnostic purposes by providing a specific example of SRS in brain tumor detection, building on the previous discussion about integrating technologies into a diagnostic workflow.'}",False,False,False,True,True,3,-6.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,901.0,902.0,2021_05_21_ABI_S14_B1,Candace Fleischer,"Um is is pretty absent. And so I think there is a big need for thinking about this on a very large scale in terms of, you know, why is metabolism important? Is it important? How is it important? Um and obviously with something like MRI we're working on a very macroscopic scale like you said, we have large regions.","{'present new idea': 'Candace suggests that there is a need for thinking about metabolism on a very large scale, which is a novel concept in the context of the discussion.', 'explain or define term or concept': 'Candace explains that with MRI, they are working on a very macroscopic scale, referring to large regions, which clarifies the limitations of the technology.', 'provide supporting evidence': 'Candace supports her idea by stating that metabolic changes can precede physiological or structural changes, providing a reason why metabolism is important.'}",False,False,False,False,False,3,-1.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,902.0,902.0,2021_05_21_ABI_S14_B1,Jin Zhang,"Yeah, but perhaps for for different applications, uh that could, you know, the the different uh focuses or strategies. But I guess in principle, it is possible to build some amplification not for the binding part of it.","{'expand on existing idea': 'This utterance builds upon the previously discussed idea of amplification strategies for metabolite detection, suggesting that different applications might require different approaches.', 'express agreement': 'The speaker agrees with the previous discussion about different strategies for different applications.'}",False,False,False,False,False,3,0.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,909.0,902.0,2021_05_21_ABI_S14_B1,Kevin Cash,"So yeah, here's here's what I've got now that from the scattered notes that I've been taking throughout the the session. So I listed some of the targets that we talked about that were good proxies, some general comments on tying it together.","[{'explain or define term or concept': 'Kevin is explaining what the shared document contains, which is a summary of targets and general comments discussed in the session.'}]",False,False,False,False,False,3,7.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,910.0,902.0,2021_05_21_ABI_S14_B1,Jin Zhang,"Well, some simple applica amplification that you that's used by people in the field. Of course, there's enzymatic um amplification and um uh and there's transcriptional uh based. I think Andrew put it in the in the chat, ribo switch.","{'expand on existing idea': ""Jin Zhang is expanding on the idea of amplification strategies for metabolite detection, building on Seu Sim and Allison Dennis's discussion about aptamer-based amplification and reversible signals by mentioning enzymatic and transcriptional amplification methods."", 'provide supporting evidence': ""Jin Zhang provides supporting evidence for amplification strategies by mentioning enzymatic and transcriptional amplification, and referencing Andrew's suggestion of riboswitches in the chat.""}",False,False,False,False,False,3,8.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,910.0,902.0,2021_05_21_ABI_S14_B1,Jin Zhang,"Yeah, definitely uh we we kind of covered that sort of application based uh considerations, right?","{'express agreement': 'The speaker agrees with the previous statement about application-based considerations, indicating alignment with the discussion.'}",False,False,False,False,False,3,8.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,917.0,902.0,2021_05_21_ABI_S14_B1,Jin Zhang,Great. Great discussions. Thanks everyone.,{'express agreement': 'The speaker expresses agreement with the discussions that have taken place.'},False,False,False,False,False,3,15.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,922.0,902.0,2021_05_21_ABI_S14_B1,Kevin Cash,Kevin Cash from Colorado School of Mines and my lab makes nanoparticle based sensors and one of our key applications is measuring oxygen dynamics in a range of microbial and in vivo systems as a proxy for metabolism.,"{'explain or define term or concept': 'Kevin explains that his lab uses nanoparticle-based sensors to measure oxygen dynamics as a proxy for metabolism, clarifying their application.'}",False,False,False,False,False,3,20.0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,922.0,902.0,2021_05_21_ABI_S14_B1,Jin Zhang,Thanks Matt.,"{'acknowledge contribution': ""Jin Zhang acknowledges Matt's contribution to the discussion, showing appreciation for his input.""}",False,False,False,False,False,3,20.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,865.0,878.0,2021_05_21_ABI_S15_B1,Sixian You,"Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key.","{'expand on existing idea': 'Sixian is expanding on the previous discussion about light sheet microscopy and its limitations, suggesting that further development is needed to make it more accessible and user-friendly for biologists.', 'provide supporting evidence': 'Sixian supports the need for further development by drawing a parallel to the adoption of confocal microscopy, implying that biologists need turn-key solutions to widely adopt a technology.'}",False,False,False,False,False,3,-13.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,870.0,878.0,2021_05_21_ABI_S15_B1,Yevgenia Kozorovitskiy,"Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum.","[{'expand on existing idea': 'This utterance expands on the previous discussion about genetic reporters, specifically addressing the issue of their dimness and the need for brighter probes, building upon the point made by Sixian about the importance of brightness in genetic reporters.'}, {'present new idea': 'The speaker introduces the idea of occupying more parts of the excitation emission spectrum, which is a new consideration in the context of improving genetic reporters for deep tissue imaging.'}]",False,False,False,False,False,3,-8.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,874.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,Okay.,"{'acknowledge contribution': ""Brad Smith acknowledges Sixian You's contribution to the discussion about the depth capabilities of multiphoton imaging compared to light sheet imaging.""}",False,False,False,True,True,3,-4.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,875.0,878.0,2021_05_21_ABI_S15_B1,Alexandra Dickinson,Hi.,{'None': 'This utterance is a simple greeting and does not fit into any of the defined codes.'},False,False,False,False,False,3,-3.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,875.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,Hi.,[{'None': 'No code applies to this utterance.'}],False,False,False,False,False,3,-3.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,875.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,Yeah and,"[{'express agreement': 'Carolyn is expressing agreement with the previous discussion, but the specific point of agreement is cut off.'}]",False,False,False,False,False,3,-3.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,876.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,I'll introduce myself real quick. I'm sorry I was running a bit late.,[{'None': 'No code applies to this utterance.'}],False,True,False,False,True,3,-2.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,878.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,Um but I'm Carolyn Bayer.,{'None': 'This utterance is simply an introduction and does not fit any of the codes in the codebook.'},False,False,False,False,False,3,0.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,878.0,878.0,2021_05_21_ABI_S15_B1,Yevgenia Kozorovitskiy,"Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used.","{'explain or define term or concept': 'The utterance explains the different kinds of proteins that voltage reporters are based on, such as GFP, and mentions modalities under development for multiphoton and single photon excitation, clarifying the components and techniques used in voltage reporters.', 'expand on existing idea': 'This utterance expands on the previous discussion about genetic reporters, specifically voltage indicators, by providing details about their composition and modalities.'}",False,False,False,False,False,3,0.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,879.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,I'm assuming everyone did introductions and I missed it.,"{'ask clarifying question': 'Carolyn is asking if introductions have already been done, indicating she needs clarification on the current state of the meeting.'}",False,False,False,False,False,3,1.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,880.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,"Yeah, yeah, please.",{'encourage particpatioin': 'Brad Smith encourages Carolyn Bayer to introduce herself since she missed the initial introductions.'},False,False,False,False,False,3,2.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,880.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,Um I'm Carolyn Bayer.,{'None': 'This utterance is a simple statement of fact and does not fit into any of the defined codes.'},False,False,False,False,False,3,2.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,881.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,modality and problem.,"{'explain or define term or concept': 'Brad is asking Carolyn to explain her imaging modality and the problem she is trying to solve, similar to what he asked others to do earlier in the conversation.'}",False,False,False,False,False,3,3.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,883.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,"Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues.","{'explain or define term or concept': 'Carolyn is explaining her area of expertise, which is photoacoustic imaging, to the group.', 'present new idea': 'Carolyn introduces her specific research focus: imaging preeclampsia and vascular remodeling in deep tissues, which is a new topic in the conversation.'}",False,False,False,False,False,3,5.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,884.0,878.0,2021_05_21_ABI_S15_B1,Aniruddha Ray,"So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, so it's almost like talking.","[{'expand on existing idea': ""Aniruddha expands on Barbara's point about endogenous agents in photoacoustics by describing the challenge of distinguishing the desired signal from background noise in tissues and animals.""}, {'provide supporting evidence': 'He supports his point by explaining that melanin and other substances absorb light, creating background acoustic signals, which makes it difficult to pinpoint the source of the desired signal.'}, {'explain or define term or concept': 'He explains that targeted contrast agents are helpful in photoacoustic imaging because they help to distinguish the desired signal from background noise.'}]",False,True,False,False,True,3,6.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,886.0,878.0,2021_05_21_ABI_S15_B1,Luke Mortensen,going to do.,"[{'expand on existing idea': ""This utterance is a continuation of Luke's previous idea about using photoacoustic imaging to identify a location of interest and then using a fluorescent tag for single molecule imaging, expanding on the possibilities of multi-component reporters.""}]",False,False,False,False,False,3,8.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,887.0,878.0,2021_05_21_ABI_S15_B1,Luke Mortensen,"Um, that seems like it could be like a cool way to that.","{'express enthusiasm': 'Luke expresses enthusiasm for the idea of using photoacoustic imaging to identify a location of interest and then using a fluorescent tag associated with it, which was just proposed.'}",False,False,False,False,False,3,9.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,889.0,878.0,2021_05_21_ABI_S15_B1,Luke Mortensen,"I mean, I just I can't think of very many or any any examples of that, but, you know, it's not my area of expertise, so.","{'acknowledge contribution': {'Explanation': ""Luke acknowledges that he doesn't have examples for the idea he proposed, recognizing his limited expertise in that specific area.""}}",False,False,False,False,False,3,11.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,889.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,Maybe a second bullet point is uh photoacoustic imaging saves the day.,"{'propose decision': {'Explanation': 'Brad suggests a specific point to include in the summary bullet points, which is a concrete choice for the group to consider.'}, 'express humor': {'Explanation': 'Brad makes a lighthearted statement suggesting photoacoustic imaging will solve the problems, which is intended as a joke.'}}",False,False,False,False,False,3,11.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,So it's primarily pre clinical right now.,"{'explain or define term or concept': ""Carolyn is clarifying that her work with photoacoustic imaging and preeclampsia is currently in the pre-clinical stage, meaning it's in the research phase before human trials.""}",False,False,False,False,False,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Carolyn Bayer,Um but we're working on strategies to transition to clinical.,{'expand on existing idea': 'Carolyn is expanding on her previous statement about working on photoacoustic imaging for preeclampsia by adding that they are working on strategies to transition to clinical applications.'},False,False,False,False,False,3,17.0
