conference,session,speaker,timestamp,speaking_duration,nods_others,smile_self,smile_other,distracted_others,hand_gesture,interruption,overlap,screenshare,annotations,transcript,start_sec,end_sec,session_core,clip_number,global_session,clip_duration_sec,clip_offset_sec,start_sec_adjusted,end_sec_adjusted,start_minute_adjusted,global_timestamp_sec,global_minute,is_early,annotation_dict,has_new_idea,has_explanation,has_decision,burst_center,burst_session
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Jeffrey Marlow,03:05-03:28,23.0,0,100.0,10.0,0,,No,No,No,"{'ask clarifying question': 'Jeffrey asks about the timescale of heat source changes from stars or tidal relationships, seeking clarification on whether changes occur rapidly (solar flares) or over longer periods (millions/billions of years), following a discussion about temperature and habitability.'}","I had a question about that actually. The when you're talking about heat sources from like stars or tidal relationships. What like time scale do those sorts of changes operate on? Like are things like solar flares actually felt um or would it be over you know, millions and billions of years?",185.0,208.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,800.0,823.0,13.333333333333334,800.0,13.333333333333334,False,"{'ask clarifying question': 'Jeffrey asks about the timescale of heat source changes from stars or tidal relationships, seeking clarification on whether changes occur rapidly (solar flares) or over longer periods (millions/billions of years), following a discussion about temperature and habitability.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Jay Forsythe(he/him),00:23-04:27,244.0,1,10.0,0.0,0,Open Palms,No,No,No,"[{'explain or define term or concept': 'Jay explains how the history of a meteorite, including heating and melting cycles, affects the organic compounds detected, and also explains the structural isomers of amino acids.', 'provide supporting evidence': 'Jay provides supporting evidence by mentioning the Murchison meteorite and how the alpha amino acids are upregulated in that meteorite relative to other structural isomers.', 'expand on existing idea': 'Jay expands on the idea of delivery versus destruction of building blocks by discussing the limitations of sample preparation techniques and analytical instrumentation used on extraterrestrial rovers, highlighting the complexity of organic analysis.', 'express enthusiasm': 'Jay expresses enthusiasm for the Benu sample return mission, highlighting its potential for in-depth analysis of organic content.'}]","Yeah, um, I mean I I can't really speak too much about like like outside of our solar system. I'm I'm not as familiar with a lot of that a lot of those kind of studies. Um, in terms of the meteorite composition that we've measured just from falls on earth and then, you know, for example, like some of the ongoing work that they're doing like with the sample recovery at Benu and things like that. Like I I would expect well, um, I mean the the the and just going back to amino acids just because it's a it's a good example. Um, but this could I'm sure this applies to a lot of other organic building blocks. Um, you know, the the the the history of like a meteorite in terms of, you know, like heating and um, like melting of ice and like those those those processing cycles really can play a big role in terms of the organics that we detect, right? And so, you know, like for example, um, like all the the amino acids in our proteins are um have like an alpha carbon, right? But there are different structural isomers of amino acids and in some amino acids, you know, like like ones that have longer carbon chains are like much way more upregulated than others, right? Um, the for example like Murchison one of the reasons why that caught so much attention one one it was like really the first study but also a lot of the like alpha amino acids that we use in our proteins um are pretty upregulated in that one relative to some of the other structural isomers. But there are other there are other meteorites where it's like the complete opposite, right? And so they the like the history of those in terms of their kind of weathering and and things like like melting cycles, things like that is really plays a huge role in the content, the organic content that we detect. I also wanted to related to that. I wanted to mention um um uh smarter is it is that right? You you brought up um, you know, like deliver like net delivery versus um destruction, right? And an issue with that just experimentally like on on more like like experimental side is, you know, even if, you know, even if we do collect, you know, like a lot of a lot of meteorite on earth and we're, you know, we take it to our lab, the just the sample preparation that we perform to so that we can do organic analysis, you know, sometimes that actually could break down some of the more complex um organics that were present in there and we actually can't see them because just by just in order to extract them, you know, we have to use like really strong acid and things like that. And so, um it it could be it can there there are a lot of layers of complexity there. Um and also I I think it's important to note too that a lot of the analytical instrumentation that we send on like uh extraterrestrial rovers and things like that is quite limited compared to the instruments that we can we can use like here on earth. just because there's so many other factors that go into play, you know, you can't just, you know, you have to think about like like power requirements and weight and all these other things, right? And so, you know, like like uh, you know, one of the mass spectrometers in my research lab, you know, it's like 20 years old and it's like way out of date compared to a lot of a lot of other labs here on earth, but it's like the the the the analytical power that is actually much higher than like what's probably on these rovers that's going to like Mars and things like that, right? And so there are all these things that we have to consider which is why I'm really excited about Benu because I think that the ability for sample return is is huge. I think that that's massive. And uh I'm really excited to see what that study unfolds because I think that we'll be able to do a lot more in depth analysis of the organic content from than we can from what we're sending out elsewhere and it's not that that that stuff isn't important. It's obviously super important but there's just practically speaking there's a lot of difficulties that go into developing instrumentation for something like like a rover.",23.0,267.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,638.0,882.0,10.633333333333333,638.0,10.633333333333333,False,"{'explain or define term or concept': 'Jay explains how the history of a meteorite, including heating and melting cycles, affects the organic compounds detected, and also explains the structural isomers of amino acids.', 'provide supporting evidence': 'Jay provides supporting evidence by mentioning the Murchison meteorite and how the alpha amino acids are upregulated in that meteorite relative to other structural isomers.', 'expand on existing idea': 'Jay expands on the idea of delivery versus destruction of building blocks by discussing the limitations of sample preparation techniques and analytical instrumentation used on extraterrestrial rovers, highlighting the complexity of organic analysis.', 'express enthusiasm': 'Jay expresses enthusiasm for the Benu sample return mission, highlighting its potential for in-depth analysis of organic content.'}",False,True,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,00:25-01:50,85.0,2,10.0,10.0,0,Open Palms,No,No,No,"[{'expand on existing idea': 'The speaker builds on the previous discussion about underground deposits by suggesting kerogen as an alternative to oil and mentioning its presence on Mars.'}, {'explain or define term or concept': 'The speaker explains what kerogen is, describing it as a more solid form of carbon and a complex material.'}, {'propose decision': 'The speaker proposes to look for kerogen in areas where ancient rocks are exposed, such as meter craters and impact sites, as an alternative to drilling.'}]","Yeah, I can just kind of help address that, move it along. Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing. Um, certainly like it's preserved in ancient rocks on earth, but there is evidence that there is kerogenous type material on Mars. Um, biotic or abiotic, who knows, but you know, it's and Jay can correct me here. Um, my understanding is that there's kerogen within meteorites as well. So any any organic compounds being formed in a meteorite or other parent body can form kerogen. So the challenge then is um distinguishing biotic kerogen from abiotic kerogen. Um, in terms of uh, you know, drilling, you know, in terms of Mars, you can really go down like a meter. There are some platforms being developed um with drills, but it's it's fairly short. But what you can do instead is go to areas where ancient rocks are exposed, um recently exposed. So you can look at meter um craters, you know, impacts, things where things have um areas where things have been excavated. Um, so it's it is a possibility to look for that. Um, but again, it might be difficult uh to put it in the in the framework that Vicky was talking about assessing false positives.",25.0,110.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,640.0,725.0,10.666666666666666,640.0,10.666666666666666,False,"{'expand on existing idea': 'The speaker builds on the previous discussion about underground deposits by suggesting kerogen as an alternative to oil and mentioning its presence on Mars.', 'explain or define term or concept': 'The speaker explains what kerogen is, describing it as a more solid form of carbon and a complex material.', 'propose decision': 'The speaker proposes to look for kerogen in areas where ancient rocks are exposed, such as meter craters and impact sites, as an alternative to drilling.'}",False,True,True,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,01:50-01:50,0.0,0,0.0,0.0,0,,No,No,No,{'encourage particpatioin': 'Niki is explicitly inviting others to contribute their thoughts on the current topic.'},Anybody else have a thought on that?,110.0,110.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,725.0,725.0,12.083333333333334,725.0,12.083333333333334,False,{'encourage particpatioin': 'Niki is explicitly inviting others to contribute their thoughts on the current topic.'},False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Morgan Raven,01:50-02:28,38.0,0,70.0,0.0,0,,No,No,No,"{'expand on existing idea': ""Morgan expands on the idea of using kerogen as a potential biosignature, building on Niki's previous statement about kerogen on Mars and the challenge of distinguishing biotic from abiotic kerogen."", 'provide supporting evidence': 'Morgan provides supporting evidence by mentioning that it took a long time to figure out petroleum was biogenic and biomarkers were needed, implying that detailed molecular information is necessary to avoid false positives.', 'offer constructive criticism': 'Morgan offers constructive criticism by pointing out the potential for false positives when analyzing kerogen, suggesting the need for detailed molecular information to differentiate between biogenic and abiogenic sources.'}","Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity. I don't know. Um I think there are certainly ways to get false positive on that kind of thing.",110.0,148.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,725.0,763.0,12.083333333333334,725.0,12.083333333333334,False,"{'expand on existing idea': ""Morgan expands on the idea of using kerogen as a potential biosignature, building on Niki's previous statement about kerogen on Mars and the challenge of distinguishing biotic from abiotic kerogen."", 'provide supporting evidence': 'Morgan provides supporting evidence by mentioning that it took a long time to figure out petroleum was biogenic and biomarkers were needed, implying that detailed molecular information is necessary to avoid false positives.', 'offer constructive criticism': 'Morgan offers constructive criticism by pointing out the potential for false positives when analyzing kerogen, suggesting the need for detailed molecular information to differentiate between biogenic and abiogenic sources.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:28-02:30,2.0,0,100.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""Niki acknowledges Morgan's contribution to the discussion about kerogen and its potential as a biosignature, without necessarily agreeing or expanding on the idea.""}","Mhm, yeah, thank you.",148.0,150.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,763.0,765.0,12.716666666666669,763.0,12.716666666666669,False,"{'acknowledge contribution': ""Niki acknowledges Morgan's contribution to the discussion about kerogen and its potential as a biosignature, without necessarily agreeing or expanding on the idea.""}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:34-02:44,10.0,0,0.0,0.0,0,,No,No,No,"{'encourage particpatioin': 'Niki is checking if Simon is back to encourage him to participate in the discussion, as he seemed to have connection issues earlier.'}","So I wanted to um, I was just checking the participant list. It seems like Simon, are you back with us again?",154.0,164.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,769.0,779.0,12.816666666666666,769.0,12.816666666666666,False,"{'encourage particpatioin': 'Niki is checking if Simon is back to encourage him to participate in the discussion, as he seemed to have connection issues earlier.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Simon Darroch,02:44-02:46,2.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""Simon is acknowledging that he is back in the meeting, which is a form of recognizing the group's awareness of his absence.""}","I am, I'm back. Thank you.",164.0,166.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,779.0,781.0,12.983333333333333,779.0,12.983333333333333,False,"{'acknowledge contribution': ""Simon is acknowledging that he is back in the meeting, which is a form of recognizing the group's awareness of his absence.""}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:48-02:54,6.0,0,0.0,0.0,0,,No,No,No,"{'encourage particpatioin': 'Niki is directly asking Simon for his input on the topics discussed so far, encouraging him to participate in the conversation.'}","Yeah, I just want to check in and see if you had any thoughts about the various topics that we've been uh discussing.",168.0,174.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,783.0,789.0,13.05,783.0,13.05,False,"{'encourage particpatioin': 'Niki is directly asking Simon for his input on the topics discussed so far, encouraging him to participate in the conversation.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Simon Darroch,02:55-03:03,8.0,0,0.0,0.0,0,,No,No,No,"[{'acknowledge contribution': 'Simon is acknowledging that he has not been able to fully participate due to technical difficulties, but not agreeing or expanding on any specific idea.'}]","Um, I've had some sketchy internet and I had to relocate, so I'm quickly trying to catch up now.",175.0,183.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,790.0,798.0,13.166666666666666,790.0,13.166666666666666,False,"{'acknowledge contribution': 'Simon is acknowledging that he has not been able to fully participate due to technical difficulties, but not agreeing or expanding on any specific idea.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Simon Darroch,03:03-03:04,1.0,0,0.0,0.0,0,,No,No,No,{'None': 'This utterance does not fit any of the codes in the codebook.'},But uh if you give me five minutes.,183.0,184.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,798.0,799.0,13.3,798.0,13.3,False,{'None': 'This utterance does not fit any of the codes in the codebook.'},False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,03:04-03:06,2.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""Niki acknowledges Simon's statement that he needs time to catch up due to internet issues, showing she heard and understood his situation.""}",Oh sure.,184.0,186.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,799.0,801.0,13.316666666666666,799.0,13.316666666666666,False,"{'acknowledge contribution': ""Niki acknowledges Simon's statement that he needs time to catch up due to internet issues, showing she heard and understood his situation.""}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,03:06-03:16,10.0,0,0.0,0.0,0,,No,No,No,"{'encourage particpatioin': 'Niki encourages Simon to catch up by looking at the Google Doc, inviting him to participate in the discussion.', 'acknowledge contribution': ""Niki acknowledges Jeff's contribution by mentioning that he has been doing a great job of taking notes.""}",No problem. And you can um if you have access uh you can look at the the Google Doc where Jeff has been doing a great job of taking notes.,186.0,196.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,801.0,811.0,13.35,801.0,13.35,False,"{'encourage particpatioin': 'Niki encourages Simon to catch up by looking at the Google Doc, inviting him to participate in the discussion.', 'acknowledge contribution': ""Niki acknowledges Jeff's contribution by mentioning that he has been doing a great job of taking notes.""}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Jeffrey Marlow,01:08-02:09,61.0,0,70.0,0.0,0,Raising Hand,No,No,No,"[{'summarize discussion': {'explanation': 'Jeffrey is summarizing the key discussion points to report out, as requested by Richard and Niki in the previous utterances.'}}]","Yeah, absolutely. I've gone through and bolded a few things that struck me as perhaps the biggest things, so there are four at the moment. Um, I'll run through these real quick and please correct me. Um, one is this yeah, the idea of like um, ratios of elements, how universal those could be. Interesting links between analog environments and experimentation. That's number one. Number two, um, are perhaps uh, over focus on oxygen in the past, um, and maybe looking at different elements or nutrients. Um, this idea of meteorites as net positive or net negative impacts in general. Uh, and then maybe I think we've come back to this a couple times of like structure, compartmentalization, um, if it's necessary, if it's diagnostic um, in terms of complexity. So that's what jumped out at me at least.",68.0,129.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,683.0,744.0,11.383333333333333,683.0,11.383333333333333,False,"{'summarize discussion': {'explanation': 'Jeffrey is summarizing the key discussion points to report out, as requested by Richard and Niki in the previous utterances.'}}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Erik Sperling,02:09-02:19,10.0,0,50.0,0.0,0,,No,No,No,"[{'expand on existing idea': 'Erik is building on the previous discussion about the overemphasis on oxygen, clarifying that oxygen is still important but other factors should also be considered.'}]","I just want to clarify really quick that oxygen is really important. It's just you know, there's other things as well. And yeah, everyone's known that but we need to, you know, kind of refocus that.",129.0,139.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,744.0,754.0,12.4,744.0,12.4,False,"{'expand on existing idea': 'Erik is building on the previous discussion about the overemphasis on oxygen, clarifying that oxygen is still important but other factors should also be considered.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Jeffrey Marlow,02:19-02:20,1.0,0,100.0,0.0,0,,No,No,No,"{'express agreement': 'Jeffrey agrees to be the recorder for the session, as requested by Niki in the previous turn.'}",Sure.,139.0,140.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,754.0,755.0,12.566666666666666,754.0,12.566666666666666,False,"{'express agreement': 'Jeffrey agrees to be the recorder for the session, as requested by Niki in the previous turn.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:21-02:55,34.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': {'Explanation': ""The speaker acknowledges Jeff's contribution of summarizing the discussion.""}, 'assign task': {'Explanation': 'The speaker assigns the task of recording key points in the slide deck, including potential projects, to the group.'}, 'expand on existing idea': {'Explanation': ""The speaker expands on the idea of summarizing key points by suggesting including potential projects as a bullet point, referencing Rika and Noah's discussion on nutrient limitation and its application to ocean worlds.""}}","So thanks Jeff for summarizing that. I have put uh I pasted the link for the slide deck that we're supposed to record uh the key points in and you might also include like if you feel like you're converging on a potential project, you might include that like as the last bullet point. So I heard like Rika and Noah in particular um talk about mining the molecular record and the the the rock record um to get a nutrient limitation and apply that in a modeling sense to like ocean worlds or something along those lines.",141.0,175.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,756.0,790.0,12.6,756.0,12.6,False,"{'acknowledge contribution': {'Explanation': ""The speaker acknowledges Jeff's contribution of summarizing the discussion.""}, 'assign task': {'Explanation': 'The speaker assigns the task of recording key points in the slide deck, including potential projects, to the group.'}, 'expand on existing idea': {'Explanation': ""The speaker expands on the idea of summarizing key points by suggesting including potential projects as a bullet point, referencing Rika and Noah's discussion on nutrient limitation and its application to ocean worlds.""}}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Jav Forsythe,02:55-04:04,69.0,0,0.0,0.0,0,,No,No,No,"[{'expand on existing idea': 'Jay is building on the previous discussion about compartmentalization and structure by adding the aspect of water activity within compartments, expanding the scope of the discussion.'}, {'ask clarifying question': 'Jay is asking if there is existing literature on the effects of water activity on basic processes and metabolism, seeking to clarify if this area has been studied.'}]","Can I add something about um compartmentalization and structure? I um I thought there were a lot of really good comments about that. It got my the wheels turning in my head. Um, I wanted to also bring up that obviously compartmentalization is important, you know, for like concentrating materials and things like that, you know, for like protection, things like that. But I'm also thinking about the activity of water within this within that compartment, right? And so, you know, we we think of cells as bags of water, but the water in the in the cell is actually not as free flowing as it would be like elsewhere, right? And there's it's a cell is so concentrated with materials that like the medium it is it you know, it it like it's not like normal water in a sense, right? And so I'm wondering if there would be a way to like and and maybe people have done this already and I I just haven't seen that literature. Um, but kind of like studied um, like different water activities and like some of these like basic like basic processes and and seeing how that influences um, you know, like like like simple like metabolism like reactions, things like that. I is there literature on that? Does anyone is anyone familiar with that? I'm not sure.",175.0,244.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,790.0,859.0,13.166666666666666,790.0,13.166666666666666,False,"{'expand on existing idea': 'Jay is building on the previous discussion about compartmentalization and structure by adding the aspect of water activity within compartments, expanding the scope of the discussion.', 'ask clarifying question': 'Jay is asking if there is existing literature on the effects of water activity on basic processes and metabolism, seeking to clarify if this area has been studied.'}",False,False,False,758.0,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,01:11-01:28,17.0,0,0.0,0.0,0,,No,No,No,"{'assign task': 'Niki is assigning the task of creating a Google Doc to Jeff, who volunteered to be the recorder.', 'propose decision': 'Niki proposes the decision to share the screen and record notes as they go, suggesting it might be a more efficient way to reflect on the conversation.'}","Yeah, under the virtual meeting materials. If you can just create a new Google Doc and if you want, if you guys think it would be more efficient for you to share your screen and to record the notes as we go, if folks would think that would be helpful to kind of reflect on the conversation that we're having, we can do that.",71.0,88.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,686.0,703.0,11.433333333333334,686.0,11.433333333333334,False,"{'assign task': 'Niki is assigning the task of creating a Google Doc to Jeff, who volunteered to be the recorder.', 'propose decision': 'Niki proposes the decision to share the screen and record notes as they go, suggesting it might be a more efficient way to reflect on the conversation.'}",False,False,True,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,01:29-01:49,20.0,0,0.0,0.0,0,,No,No,Yes,"{'assign task': 'Niki assigns Jeff the task of setting up the Google Doc for recording notes.', 'encourage particpatioin': 'Niki encourages participation by suggesting that everyone introduce themselves and their specialty areas.'}","So I'll let you go ahead and get that set up and while uh Jeff is doing that, why don't we go ahead and go around the room and and do another brief introduction. And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.",89.0,109.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,704.0,724.0,11.733333333333333,704.0,11.733333333333333,False,"{'assign task': 'Niki assigns Jeff the task of setting up the Google Doc for recording notes.', 'encourage particpatioin': 'Niki encourages participation by suggesting that everyone introduce themselves and their specialty areas.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,01:50-01:53,3.0,0,0.0,0.0,0,,No,No,Yes,"{'encourage particpatioin': 'Niki is inviting others to participate in the introductions, as she asks if anyone else wants to jump in.'}",So anybody else want to jump in on that?,110.0,113.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,725.0,728.0,12.083333333333334,725.0,12.083333333333334,False,"{'encourage particpatioin': 'Niki is inviting others to participate in the introductions, as she asks if anyone else wants to jump in.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Stilianos Louca,01:57-02:57,60.0,0,10.0,0.0,0,Open Palms,No,No,Yes,"[{'explain or define term or concept': 'Stilianos explains his background and current research focus, including areas like microbial ecology, evolution, sequencing techniques, and phylogenomics, to provide context for his expertise.'}, {'assign task': 'Stilianos asks Jeff to share the link to the document so that others can contribute, assigning Jeff the task of sharing the document.'}, {'encourage particpatioin': 'Stilianos suggests that others contribute to the document if Jeff misses something, encouraging participation from the group.'}]","Well, I can start, I guess. Um, I'm Stilianos Louca, uh short you can just call me Stilian. I'm at the University of Oregon. I'm coming long back, coming from physics, um, and and mathematics and then moved to sort of biological modeling, bioinformatics and nowadays my lab we do uh we study microbial ecology and evolution using a lot of sequencing techniques, phylogenomics. Uh we look both at modern ecosystems especially uh weird ones like anoxic zones in the ocean and hot springs, but also try to understand the history of microbial evolution uh using using the kind of data we we have available, which is not much. Um, yeah, that's it. I guess I I want to use my last three seconds and ask Jeff if he could just share the link to his document and then we we could all contribute if needed, if if he misses something, we can add notes and so that's just a suggestion.",117.0,177.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,732.0,792.0,12.2,732.0,12.2,False,"{'explain or define term or concept': 'Stilianos explains his background and current research focus, including areas like microbial ecology, evolution, sequencing techniques, and phylogenomics, to provide context for his expertise.', 'assign task': 'Stilianos asks Jeff to share the link to the document so that others can contribute, assigning Jeff the task of sharing the document.', 'encourage particpatioin': 'Stilianos suggests that others contribute to the document if Jeff misses something, encouraging participation from the group.'}",False,True,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:02-02:04,2.0,0,0.0,0.0,0,,No,No,No,"{'ask clarifying question': 'Niki is asking the group if they need more time, which is a request for information about their progress on the task she assigned.'}",So how are we doing? Do we need another minute or so?,122.0,124.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,737.0,739.0,12.283333333333331,737.0,12.283333333333331,False,"{'ask clarifying question': 'Niki is asking the group if they need more time, which is a request for information about their progress on the task she assigned.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Noah Planavsky,02:12-02:14,2.0,0,0.0,0.0,0,,No,No,No,"{'express frustration': 'Noah expresses frustration with the pace of the meeting, indicating he needs more time to complete the task.'}",I'd take another minute. Sorry.,132.0,134.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,747.0,749.0,12.45,747.0,12.45,False,"{'express frustration': 'Noah expresses frustration with the pace of the meeting, indicating he needs more time to complete the task.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:14-02:15,1.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""Niki Parenteau expresses agreement with Noah Planavsky's request for another minute, indicating that it is not a problem.""}",No worries.,134.0,135.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,749.0,750.0,12.483333333333333,749.0,12.483333333333333,False,"{'express agreement': ""Niki Parenteau expresses agreement with Noah Planavsky's request for another minute, indicating that it is not a problem.""}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Noah Planavsky,02:15-02:20,5.0,0,0.0,0.0,0,,No,No,No,"{'express humor': 'Noah makes a humorous remark about the difficulty of the task, acknowledging the goal of the meeting is to encourage participation and avoid silence.'}",That's a tricky. I know. Even though the goal of this is to not sit silently by ourselves.,135.0,140.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,750.0,755.0,12.5,750.0,12.5,False,"{'express humor': 'Noah makes a humorous remark about the difficulty of the task, acknowledging the goal of the meeting is to encourage participation and avoid silence.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Niki Parenteau,02:22-02:24,2.0,0,0.0,0.0,0,,No,No,No,"{'encourage particpatioin': 'Niki encourages the group to chat after the initial silent work, inviting participation.'}",We'll just do that at the beginning and then we'll chat.,142.0,144.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,757.0,759.0,12.616666666666667,757.0,12.616666666666667,False,"{'encourage particpatioin': 'Niki encourages the group to chat after the initial silent work, inviting participation.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
2021_06_10_SLU_S1,2021_06_10_SLU_S1,Noah Planavsky,02:24-02:29,5.0,0,0.0,0.0,0,,No,No,No,"{'express humor': 'Noah is making a joke about his difficulty in articulating his thoughts, which is humorous in the context of the task.'}",Struggling to throw anything other than a word salad on the old page.,144.0,149.0,SLU,1.0,2021_06_10_SLU_S1_SLU,581.0,615.0,759.0,764.0,12.65,759.0,12.65,False,"{'express humor': 'Noah is making a joke about his difficulty in articulating his thoughts, which is humorous in the context of the task.'}",False,False,False,741.6185983827493,2021_06_10_SLU_S1
